id,source,noisy_text,clean_text,edit_distance,document_type,error_rate
syn_0080,synthetic,síno :támbién clc-assis,sino también de assis-,-1,synthetic_17th_century_spanish,-1
syn_0081,synthetic,sino trambién e asfis-,sino también de assis-,-1,synthetic_17th_century_spanish,-1
syn_0082,synthetic,sno tambiénde ásse1s-,sino también de assis-,-1,synthetic_17th_century_spanish,-1
syn_0083,synthetic,sio también ecle assis-,sino también de assis-,-1,synthetic_17th_century_spanish,-1
syn_0084,synthetic,"tir cofmo Niño entre los Doccores,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0085,synthetic,"tir como Niño entre los Doctores,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0086,synthetic,"tir-c.omo Uiño entre los Doctores,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0087,synthetic,"tit como Niño entre alcs Doctotes,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0088,synthetic,"tir come Niño entre los Doeo res,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0089,synthetic,"tircome Niño :entre los Doctores,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0090,synthetic,"tir como Miño e:nttelcsDoctcres,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0091,synthetic,"cir corno Niño et re los :Docteres,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0092,synthetic,"circomo Niño cntre los Doctores,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0093,synthetic,"tir corno Niño entrelos cloctore,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0094,synthetic,"lir como Níño entte loe Doctores,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0095,synthetic,"tir como Niñc nentre.lo Doctores,","tir como Niño entre los Doctores,",-1,synthetic_17th_century_spanish,-1
syn_0096,synthetic,s consagra humilde est pequeña,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0097,synthetic,se consagra humilde esta pequeña,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0098,synthetic,se ccnsagra humilde esta pequeña,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0099,synthetic,se consagra amilde osta pequeña,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0100,synthetic,se consagra h:amilde eseta pfequeña,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0101,synthetic,se consaga humilde.esa pequea,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0102,synthetic,seconsgra humildeesta pequeña,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0103,synthetic,secesagra humilde esta pequea,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0104,synthetic,s consagra hurnilde esta peueña,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0105,synthetic,se consagra burnild esta pequieña,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0106,synthetic,seconlagra humilde est.a pe:qucña,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0107,synthetic,leconsagthoniilcle está-peqeña,se consagra humilde esta pequeña,-1,synthetic_17th_century_spanish,-1
syn_0108,synthetic,"Instrucción de los Niños. Es asfí,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0109,synthetic,"Instrucción de os Niños. Es assi,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0110,synthetic,"Instrucción cle los Niños. Es ssi,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0111,synthetic,"Instrucción de lofNlños.Es assi,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0112,synthetic,"Instruccíón de los Niños. Es ossi,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0113,synthetic,"Instrocción de los Niños. Es afsi,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0114,synthetic,"Instruceión de lol Niños. Es assi,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0115,synthetic,"Instrucciónde los Niñó. Es osfi,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0116,synthetic,"Innstruccíón de os Uiños..Es a-ssí,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0117,synthetic,"Instrueeió e losMiños. Es asli,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0118,synthetic,"Inscrucoión delos Nios.Es as1,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0119,synthetic,"1nftrucc1ón.c elos Niños. Es assi,","Instrucción de los Niños. Es assi,",-1,synthetic_17th_century_spanish,-1
syn_0120,synthetic,que ella tamb1én se dirigea laju-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0121,synthetic,que ella también se dirige a la ju-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0122,synthetic,que ella también se dirige e la ju-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0123,synthetic,que lla también se dirige a la ju-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0124,synthetic,que ella también se d1rige o la ju-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0125,synthetic,que ella tambiénsae ditige e lo ju-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0126,synthetic,que ella también e diriige a lá u-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0127,synthetic,qu ella también sedirige aa ju-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0128,synthetic,que ello también ei dirige ala ju-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0129,synthetic,qu ello también se irigea la ja-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0130,synthetic,qoo ella también se dirige a la ju-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0131,synthetic,que ella tambiéu so dirige á la.jeu-,que ella también se dirige a la ju-,-1,synthetic_17th_century_spanish,-1
syn_0132,synthetic,"ventud; pero a esta, como recuer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0133,synthetic,"ventud; pero a esta, como recuer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0134,synthetic,"ventud; pero a esta, como recuer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0135,synthetic,"vemtud; pero a esta, eomo recuer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0136,synthetic,"ventud; pero a esta, como recuer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0137,synthetic,"ventud; pero a esta, oomo reeer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0138,synthetic,"ventucl; pero ésta, cemo recuere-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0139,synthetic,"uentud;peró a esta, como recuer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0140,synthetic,"ventud; pero a esta, como recuer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0141,synthetic,"venetud; pero á esta, ccmorccuer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0142,synthetic,"veritud; pero a esta, cornorecuer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0143,synthetic,"ventud; pero a easnta,-com r:ecuer-","ventud; pero a esta, como recuer-",-1,synthetic_17th_century_spanish,-1
syn_0144,synthetic,"do de lo que.aprendió, a los Ni-:","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0145,synthetic,"do de  lo qoe aprenclió, a los Ni-","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0146,synthetic,"do de lo que aprendió, a los Ni-","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0147,synthetic,"do de lo que aprendió, a los Ni-","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0148,synthetic,"do de lo qaue apnendió, a lo Ni-","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0149,synthetic,"do de loqiue aprendió, a les rii-","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0150,synthetic,"do de lo que aprendó,.a los Ni-","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0151,synthetic,"do de lo que aprendló, a lcs Ni-","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0152,synthetic,"do de-lo que aprenclió, a los Ni-","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0153,synthetic,"ocle lo qué aprenclió,.a ls Ni-","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0154,synthetic,do de lo qaea aprendió alos rii-,"do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0155,synthetic,"dfó de loqne aprendió, a lof Ni-","do de lo que aprendió, a los Ni-",-1,synthetic_17th_century_spanish,-1
syn_0156,synthetic,"ños, comoprecisa explicacio de","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0157,synthetic,"ños, como preisa explicacion do","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0158,synthetic,"ños, como precisa explicacion de","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0159,synthetic,ño como precisa explieacion de,"ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0160,synthetic,"ñol, oomo precisa explicácion do","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0161,synthetic,"ños,-como precisá explicacionde","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0162,synthetic,"ños, ccmo precisa explicacoude","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0163,synthetic,"ñof, como preciia xplicacion dé","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0164,synthetic,"ños,como breeisa explicacion cle","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0165,synthetic,"ñ, como precise exlicacion de","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0166,synthetic,"ños, como precisa eexplicacion de","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0167,synthetic,"ños, comoprecisa eplicaci-on d:e","ños, como precisa explicacion de",-1,synthetic_17th_century_spanish,-1
syn_0168,synthetic,lo que debenestudiar. Por este so-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0169,synthetic,lo que: deben cstudiar. Bor est:e so-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0170,synthetic,lo que deben estudia.: Por este so-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0171,synthetic,lo que debcn cstudiar. Por este so-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0172,synthetic,lo que deben estular. Por este so-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0173,synthetic,ó qne dfebcn estudiar. Por efte so-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0174,synthetic,lo: ue.dben estudlar. Por esce só-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0175,synthetic,lo que fdeben estudiar. Por easle so-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0176,synthetic,o que- debon estudior. Pori erste so-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0177,synthetic,loquo deenescncliar. Qor esteso-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0178,synthetic,lo que deben estudian. Boreste lo-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0179,synthetic,lo que dcben neftudíar. Por eite so-,lo que deben estudiar. Por este so-,-1,synthetic_17th_century_spanish,-1
syn_0180,synthetic,lo titulo es muy vuestra; y po,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0181,synthetic,lo titulo es muy vuestra; y por,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0182,synthetic,lo tltulo es muy vuestra; y por,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0183,synthetic,loti tuo esmuy vuestria; y por,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0184,synthetic,lo titulo es muy vestrea; y por,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0185,synthetic,lo titrulo es muy vuesttá; y qor,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0186,synthetic,lo tlrnlo aes muy unestra; y por,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0187,synthetic,lo titaloe es mnuy vuestra; y por,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0188,synthetic,lo tfitulo esuyvueslra; y porr,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0189,synthetic,lotitulo es muy :vucstra; y por,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0190,synthetic,lo rilulo es muy-vuestta; y por,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0191,synthetic,lo titulo el muyvuestrra; y-por,lo titulo es muy vuestra; y por,-1,synthetic_17th_century_spanish,-1
syn_0192,synthetic,"ser para Niños, que confiais a la","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0193,synthetic,"ser par Niños, que confiais a la","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0194,synthetic,"ser para Niños, que confiais a la","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0195,synthetic,"ser paa Niños,.que confiais a la","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0196,synthetic,"ser para Niños, que confiai o lá","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0197,synthetic,ser para Niños que-ouiais a la,"ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0198,synthetic,"set para Miños, que cofiais a la","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0199,synthetic,"ser paera Niños, qué confiais a la","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0200,synthetic,"ser pára Uiños, queconfiaisa la","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0201,synthetic,"scr paa Niños, que onfiais a la","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0202,synthetic,"scr pa:ra Nóf, que eonfials á la","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0203,synthetic,"ier p era Niños,que confiaís  la","ser para Niños, que confiais a la",-1,synthetic_17th_century_spanish,-1
syn_0204,synthetic,"educacion de vueftra Compañia,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0205,synthetic,"educacio n de vuestra Compañia,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0206,synthetic,"educacion de vuestra ompañia,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0207,synthetic,"eduocion de vuestra Compañía,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0208,synthetic,"educacion de vuestrar Compañia,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0209,synthetic,"ducacion die vuestra Combañia,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0210,synthetic,"ed:ucacion dc vuaestrá Cempáñia,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0211,synthetic,"educacion de v-ueltra Eompañia,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0212,synthetic,"eclucacion de vuesrto Cornpañia,i","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0213,synthetic,"ed:uciacion dnefvuestra Conipeñia,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0214,synthetic,"educacion cle vuestra Compañia,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0215,synthetic,"educaoion de vuestra Compañio,","educacion de vuestra Compañia,",-1,synthetic_17th_century_spanish,-1
syn_0216,synthetic,"lo es mucho rnas. En Vcs, (Divi-","lo es mucho mas. En Vos, (Divi-",-1,synthetic_17th_century_spanish,-1
